Column1;longitude;latitude;housing_median_age;total_rooms;total_bedrooms;population;households;median_income;median_house_value;ocean_proximity
9318;-121.63;39.82;11;3974;727;1610;634;2.6147;107700;INLAND
9319;-118.26;33.95;44;1481;329;999;315;1.5147;94600;<1H OCEAN
9320;-118.26;34.07;52;1802;613;2382;587;1.8438;185900;<1H OCEAN
9321;-117.32;34.13;41;1837;409;1430;344;2.4524;70400;INLAND
9322;-122.36;37.93;42;1796;389;1107;372;1.9375;87000;NEAR BAY
9323;-115.52;33.12;38;1327;262;784;231;1.8793;60800;INLAND
9324;-118.15;34.2;52;1786;306;1018;322;4.1518;182100;INLAND
9325;-119.33;36.28;16;2624;527;1077;520;2.125;104200;INLAND
9326;-122.26;38.03;41;1631;282;752;288;3.9345;150200;NEAR BAY
9327;-117.67;35.64;6;2115;342;927;337;6.1935;115700;INLAND
9328;-118.28;33.74;44;1853;556;2090;539;1.8584;248100;NEAR OCEAN
9329;-122.42;37.62;36;1017;165;407;159;4.8;306800;NEAR OCEAN
9330;-118.39;34.15;29;917;181;379;183;3.4612;425000;<1H OCEAN
9331;-117.06;32.63;37;1326;234;612;240;4.125;160200;NEAR OCEAN
9332;-122.3;38.31;34;1797;395;1162;407;3.455;137500;NEAR BAY
9333;-122.01;37.83;30;3917;549;1330;544;6.5617;386600;NEAR BAY
9334;-118.25;34.05;52;2806;1944;2232;1605;0.6775;350000;<1H OCEAN
9335;-118.09;34.11;45;1883;275;764;289;6.5078;414800;<1H OCEAN
9336;-122.07;37.94;36;2639;488;1111;476;3.5057;205100;NEAR BAY
9337;-121.03;37.68;20;3204;625;2016;605;2.6567;110400;INLAND
9338;-118.57;34.17;31;1950;383;870;357;3.1875;500001;<1H OCEAN
9339;-121.07;39.09;17;1878;345;892;299;2.8864;143100;INLAND
9340;-122.27;37.77;52;1731;377;872;363;4.1667;225800;NEAR BAY
9341;-118.11;33.95;34;1723;279;617;252;6.7501;400000;<1H OCEAN
9342;-121.22;37.82;13;4452;949;2740;937;3.1964;141500;INLAND
9343;-122.37;37.93;37;709;190;644;174;0.8641;84200;NEAR BAY
9344;-118.33;34;24;873;320;529;308;0.9304;151600;<1H OCEAN
9345;-119.39;34.32;19;3238;629;1195;443;4.8472;500001;NEAR OCEAN
9346;-117.81;33.82;22;2898;335;1057;324;10.8111;500001;<1H OCEAN
9347;-121.92;37.28;27;3028;486;1284;498;4.5833;308800;<1H OCEAN
9348;-120.83;38.74;17;3685;775;1714;734;2.2269;128300;INLAND
9349;-117;32.64;11;3098;490;1391;484;4.9792;170400;NEAR OCEAN
9350;-122.13;38.01;51;1262;309;608;298;2.1974;139300;NEAR BAY
9351;-122;37.12;17;4413;672;1674;608;6.9772;383300;<1H OCEAN
9352;-121.82;37.69;12;1906;351;802;319;4.9375;227700;INLAND
9353;-119.83;36.79;35;1872;363;1054;369;3.3272;65600;INLAND
9354;-117.24;33.38;16;2792;525;1696;516;3.668;171200;<1H OCEAN
9355;-118.07;33.88;16;4934;825;2668;810;5.748;284200;<1H OCEAN
9356;-118.47;34.03;29;3287;882;1523;823;3.7381;290600;<1H OCEAN
9357;-122.32;37.92;28;4649;977;2606;953;3.2674;129100;NEAR BAY
9358;-118.21;34.09;39;1287;353;1171;345;1.6118;138500;<1H OCEAN
9359;-117.13;32.96;15;2267;292;1180;289;6.712;240200;<1H OCEAN
9360;-120.99;37.67;28;1768;423;1066;392;1.8315;90500;INLAND
9361;-121.32;36.79;30;516;90;288;95;3.6333;202500;INLAND
9362;-120.45;34.64;34;2571;499;1105;451;3.7778;150000;NEAR OCEAN
9363;-118.93;35.37;34;2412;446;1558;421;2.6903;62800;INLAND
9364;-118.47;34.27;17;1444;282;523;270;2.7353;192400;<1H OCEAN
9365;-122.55;38.01;27;3966;577;1657;611;6.3314;342200;NEAR BAY
9366;-119.71;36.82;12;2144;568;1320;566;2.3381;112500;INLAND
9367;-117.77;33.71;13;1939;247;928;244;8.1111;379800;<1H OCEAN
9368;-121.42;38.53;37;1958;367;1171;366;2.8298;71200;INLAND
9369;-122.32;37.94;46;1901;295;833;352;5.5196;210800;NEAR BAY
9370;-122.23;37.79;30;610;145;425;140;1.6198;122700;NEAR BAY
9371;-118.14;34.04;37;1129;212;509;202;2.6146;243200;<1H OCEAN
9372;-117.91;33.85;22;1178;289;865;294;3.025;180000;<1H OCEAN
9373;-116.22;33.7;9;3861;849;825;401;3.2833;124700;INLAND
9374;-117.1;32.67;22;1690;541;1669;494;2.0213;110600;NEAR OCEAN
9375;-122.49;37.67;29;3795;675;2494;696;5.2848;260300;NEAR OCEAN
9376;-122.02;37.29;25;3845;492;1461;475;10.3979;500001;<1H OCEAN
9377;-122.44;37.75;21;5457;1247;2304;1180;4.5469;409700;NEAR BAY
9378;-122.24;37.47;36;2021;433;1117;432;3.929;303100;NEAR OCEAN
9379;-121.79;39.48;39;1105;180;408;166;3.3929;82100;INLAND
9380;-118.3;33.79;13;3569;924;2159;880;3.163;224200;<1H OCEAN
9381;-117.92;33.91;27;2558;310;891;316;9.5561;411800;<1H OCEAN
9382;-123.2;39.23;26;786;168;494;161;2.3583;105400;<1H OCEAN
9383;-117.89;33.7;13;1857;572;838;525;3.2386;129200;<1H OCEAN
9384;-122.89;38.93;20;1214;247;504;223;2.7188;105700;<1H OCEAN
9385;-121.47;38.56;51;2083;559;874;524;2.0221;95800;INLAND
9386;-117.07;32.91;5;2234;256;894;253;10.3354;477600;<1H OCEAN
9387;-121.13;36.21;34;2504;550;1810;547;3.4821;113700;<1H OCEAN
9388;-121.99;37.35;16;3249;947;1637;841;4.5427;198400;<1H OCEAN
9389;-122;38.41;11;2838;429;1331;426;4.945;298400;INLAND
9390;-117.95;34.03;33;1782;394;1517;376;3.3389;157900;<1H OCEAN
9391;-122.07;37.35;35;1579;210;570;196;8.5888;500001;<1H OCEAN
9392;-122.04;37.58;14;14917;2708;8012;2606;5.6277;269800;NEAR BAY
9393;-117.8;33.63;8;32;9;26;11;4.1944;270800;<1H OCEAN
9394;-122.04;37.62;35;1032;173;453;176;6.396;208500;NEAR BAY
9395;-116.95;32.82;12;5535;1434;3112;1262;2.5949;108300;<1H OCEAN
9396;-122.39;37.72;52;135;34;93;26;2.1484;181300;NEAR BAY
9397;-121.23;36.33;23;2095;536;1858;457;3.0543;92400;<1H OCEAN
9398;-119.04;35.37;44;1618;310;667;300;2.875;82700;INLAND
9399;-121.83;37.32;17;1887;664;1906;597;2.5652;165300;<1H OCEAN
9400;-118.17;34.86;21;2370;540;1488;554;2.7361;83300;INLAND
9401;-118.63;34.11;35;3795;690;1521;653;5.8735;448100;<1H OCEAN
9402;-117.3;34.14;37;1454;261;761;248;2.3438;88100;INLAND
9403;-122.12;37.82;26;2269;317;918;313;6.6657;364500;NEAR BAY
9404;-124.15;40.81;50;340;74;235;83;1.75;67500;NEAR OCEAN
9405;-117.25;34.15;22;7935;1976;4523;1791;2.1465;88800;INLAND
9406;-121.67;39.26;29;3041;683;2106;687;1.6315;58000;INLAND
9407;-122.29;37.92;35;583;88;235;84;5.943;288200;NEAR BAY
9408;-118.46;34.26;36;1394;254;761;262;4.9485;217100;<1H OCEAN
9409;-122.29;40.43;21;2842;640;1658;608;1.9943;59800;INLAND
9410;-117.89;33.83;35;2984;446;1435;455;5.6276;200800;<1H OCEAN
9411;-122.18;39.75;30;4157;834;1885;774;1.6948;67500;INLAND
9412;-122.17;37.72;5;1692;398;814;328;3.663;158300;NEAR BAY
9413;-118.17;34.66;9;1561;253;731;233;5.7049;173200;INLAND
9414;-117.01;34.01;15;5592;891;2419;840;4.7193;135200;INLAND
9415;-121.94;37.33;37;1822;329;845;348;4.75;251100;<1H OCEAN
9416;-119.64;36.34;32;2958;670;1504;627;1.8606;56700;INLAND
9417;-118.24;33.92;42;328;100;605;87;2.4464;97400;<1H OCEAN
9418;-118.04;33.99;47;2530;565;1262;509;3.6475;197100;<1H OCEAN
9419;-117.04;32.69;9;3417;860;2521;828;3.02;158900;NEAR OCEAN
9420;-118.39;34;40;1565;269;826;268;5.2035;485700;<1H OCEAN
9421;-121.52;38.58;24;938;275;508;253;1.642;32500;INLAND
9422;-118.16;33.77;49;3382;787;1314;756;3.8125;382100;NEAR OCEAN
9423;-118.41;34.21;35;2830;518;1577;524;5.35;210500;<1H OCEAN
9424;-118.17;33.98;27;1871;556;2542;581;2.8427;164400;<1H OCEAN
9425;-117.84;33.74;25;1818;577;1426;532;3.2104;112500;<1H OCEAN
9426;-119.76;36.8;20;6257;1346;2795;1267;2.2094;83700;INLAND
9427;-117.22;32.82;35;756;135;423;136;3.5234;183900;NEAR OCEAN
9428;-117.02;32.75;33;3296;537;1345;556;5.2835;217100;<1H OCEAN
9429;-118.4;34.16;35;1354;284;501;262;3.8056;384700;<1H OCEAN
9430;-122.47;37.78;51;1485;386;880;385;2.7431;307100;NEAR BAY
9431;-117.01;32.72;12;2914;734;2104;703;2.3068;132300;NEAR OCEAN
9432;-122.19;37.78;52;1070;193;555;190;3.7262;166900;NEAR BAY
9433;-118.1;33.89;35;994;203;602;185;3.5865;178000;<1H OCEAN
9434;-122.09;39.13;28;4169;895;2587;810;2.331;65500;INLAND
9435;-117.3;33.26;23;1678;275;1227;264;4.1713;133800;<1H OCEAN
9436;-118.44;34.05;15;5368;1312;2269;1232;5.7097;316700;<1H OCEAN
9437;-118.31;33.81;23;3942;748;1679;711;4.1169;362600;<1H OCEAN
9438;-117.82;33.76;27;3230;449;1193;448;6.5308;287800;<1H OCEAN
9439;-118.29;33.93;32;1815;488;1715;475;1.7244;111200;<1H OCEAN
9440;-118.37;33.91;35;1742;283;812;282;5.6704;303700;<1H OCEAN
9441;-122.41;38.16;37;1549;536.9621513;863;275;2.7457;254700;NEAR BAY
9442;-118.05;33.82;21;2997;372;1323;372;8.6123;386700;<1H OCEAN
9443;-122.11;37.39;36;1660;261;655;249;6.3967;500001;NEAR BAY
9444;-117.07;32.71;39;2754;652;2263;619;2.2454;89600;NEAR OCEAN
9445;-120;38.52;16;3045;543;202;102;3.15;140600;INLAND
9446;-121.63;39.13;26;2355;531;1047;497;1.8208;79500;INLAND
9447;-119.45;36.61;24;1302;536.9621513;693;243;3.7917;90500;INLAND
9448;-119.17;34.31;21;259;38;142;45;5.2681;500001;NEAR OCEAN
9449;-117.88;33.87;35;1919;349;1302;345;5.6409;190900;<1H OCEAN
9450;-118.35;34.04;45;1839;459;1312;460;2.5625;138000;<1H OCEAN
9451;-121.23;38.11;48;561;81;240;69;3.6312;202800;INLAND
9452;-118.19;33.78;42;1021;300;533;187;1.8036;175000;NEAR OCEAN
9453;-117.98;34.13;37;1447;309;1279;290;4.0083;142900;INLAND
9454;-117.41;33.93;35;793;150;669;128;4.0156;89300;INLAND
9455;-122.45;37.78;52;2033;438;2198;418;3.6667;418400;NEAR BAY
9456;-118.29;33.96;39;1340;409;1463;367;1.5294;111400;<1H OCEAN
9457;-122.05;37.34;34;2515;401;1079;399;7.7865;423900;<1H OCEAN
9458;-118.45;34.16;33;2544;500;1035;492;4.475;314800;<1H OCEAN
9459;-118.11;34.06;14;2628;668;2208;574;2.9764;160300;<1H OCEAN
9460;-118.28;34;46;1650;463;1992;458;2.3403;114100;<1H OCEAN
9461;-120.45;34.64;30;2330;422;1255;449;3.8512;134600;NEAR OCEAN
9462;-119.17;34.21;33;1039;256;1432;272;3.1103;143500;NEAR OCEAN
9463;-118.05;34.08;30;1572;427;1857;428;2.4914;159200;<1H OCEAN
9464;-117.89;33.73;32;728;134;837;135;4.0769;163900;<1H OCEAN
9465;-122.06;37.34;20;3435;593;1293;553;6.7578;451400;<1H OCEAN
9466;-118.31;33.97;47;2066;422;1156;380;2.7917;125800;<1H OCEAN
9467;-121.3;38.03;10;1409;248;782;222;4.0227;107700;INLAND
9468;-122.78;38.41;43;1351;277;1011;297;2.5917;144000;<1H OCEAN
9469;-117.31;33.97;28;3420;691;1502;656;3.4896;140300;INLAND
9470;-118.52;34.26;21;8850;2139;4717;1979;3.7816;254200;<1H OCEAN
9471;-120.11;36.96;17;3344;570;1624;536;3.8952;95300;INLAND
9472;-121.47;38.68;19;946;182;474;173;5.0155;97300;INLAND
9473;-120.75;37.37;32;1656;317;1037;286;2.4964;88800;INLAND
9474;-118.28;33.74;40;1751;512;1939;503;1.5394;200000;NEAR OCEAN
9475;-122.29;37.94;20;7578;1426;3637;1362;4.4387;190000;NEAR BAY
9476;-118.33;34.06;52;1368;231;737;248;8.3617;433800;<1H OCEAN
9477;-121.03;39.37;15;1337;326;1172;306;2.6341;85000;INLAND
9478;-118.96;34.23;14;15207;2924;6301;2829;3.9699;217000;<1H OCEAN
9479;-118.56;34.23;36;2406;432;1242;454;4.6944;221800;<1H OCEAN
9480;-120.46;37.65;17;315;89;130;58;1.4464;79200;INLAND
9481;-122.13;37.46;35;1321;300;1133;287;3.7312;159600;NEAR BAY
9482;-121.36;38.66;22;2878;599;1362;541;2.7955;96500;INLAND
9483;-121.91;37.69;18;2876;423;1395;427;6.3132;259200;<1H OCEAN
9484;-118.59;34.21;34;1943;320;895;305;5.0462;227700;<1H OCEAN
9485;-117.29;34.11;48;1498;448;1586;455;1.1687;70800;INLAND
9486;-118.35;34.19;45;903;190;557;204;4.0313;209100;<1H OCEAN
9487;-117.4;33.97;41;1707;276;660;269;3.8618;134800;INLAND
9488;-118.14;34.13;16;3569;821;1505;783;4.9167;251100;<1H OCEAN
9489;-118.12;34.08;36;2433;585;1565;563;3.2344;234900;<1H OCEAN
9490;-118.35;33.89;25;1769;440;1371;414;3.0833;232700;<1H OCEAN
9491;-118.58;34.23;35;1917;314;1019;340;4.8929;234900;<1H OCEAN
9492;-117.9;34.02;15;14058;2486;8997;2497;5.0704;226200;<1H OCEAN
9493;-122.18;37.74;46;2103;391;1339;354;2.2467;88900;NEAR BAY
9494;-122.04;38.24;30;2081;456;1005;438;1.9954;92900;INLAND
9495;-117.29;34.41;11;5934;1380;2756;1239;1.5758;108300;INLAND
9496;-118.34;34.01;37;4291;1102;1941;953;1.7945;106300;<1H OCEAN
9497;-117.74;33.46;9;6564;1316;1720;904;4.89;454100;<1H OCEAN
9498;-118.43;34.33;18;5891;920;2882;911;5.901;235600;<1H OCEAN
9499;-122.08;37.58;16;3349;544;2003;488;6.0074;236500;NEAR BAY
9500;-118.93;35.44;13;1439;237;557;227;6.1563;204200;INLAND
9501;-120.23;37.86;16;324;61;135;61;2.4615;137500;INLAND
9502;-118.07;33.86;28;1789;352;1347;330;3.425;189700;<1H OCEAN
9503;-118.4;33.89;31;2926;492;1149;476;7.9611;500001;<1H OCEAN
9504;-122.09;37.67;39;2069;500;1408;478;3.1115;153500;NEAR BAY
9505;-121.86;39.74;13;3494;843;1571;784;1.1019;120200;INLAND
9506;-119.02;35.35;42;1239;251;776;272;1.983;63300;INLAND
9507;-118.07;33.96;30;928;230;913;214;2.6991;147100;<1H OCEAN
9508;-118.25;33.99;39;1274;319;1362;324;2.1793;107900;<1H OCEAN
9509;-121.9;36.6;33;2461;649;1234;601;2.8727;225000;NEAR OCEAN
9510;-118.56;34.2;36;1544;308;891;286;4.175;190900;<1H OCEAN
9511;-120.12;36.01;18;1165;334;1119;308;2.2167;48500;INLAND
9512;-122.87;38.62;52;1514;348;767;354;2.1903;160000;<1H OCEAN
9513;-122.4;37.73;45;3490;712;2337;781;3.4472;225400;NEAR BAY
9514;-118.06;33.91;36;1360;271;909;275;4.6731;173300;<1H OCEAN
9515;-118.45;34.28;38;1527;332;1303;340;3.5714;152000;<1H OCEAN
9516;-118.7;34.53;5;14275;2474;7158;2311;5.4284;236300;INLAND
9517;-121.89;37.33;49;658;318;467;316;0.7068;200000;<1H OCEAN
9518;-122.24;37.8;52;1803;420;1321;401;2.957;122800;NEAR BAY
9519;-122.49;37.75;47;2140;425;1105;401;3.7054;308500;NEAR OCEAN
9520;-117.09;32.66;38;833;206;570;182;1.8333;127100;NEAR OCEAN
9521;-122.43;37.8;52;2994;821;1240;779;3.3715;500000;NEAR BAY
9522;-121.03;37.69;5;4034;771;1967;742;3.8065;146000;INLAND
9523;-118.1;33.84;36;1557;270;697;251;4.5417;219600;<1H OCEAN
9524;-118.81;34.28;20;3678;684;1882;694;4.1607;196800;<1H OCEAN
9525;-118.32;33.97;52;1778;320;795;279;3.5114;138800;<1H OCEAN
9526;-122.15;37.7;36;1468;252;733;229;3.4583;192600;NEAR BAY
9527;-118.11;34.18;52;3571;510;1434;490;5.9009;376000;INLAND
9528;-117.82;35.03;30;2555;510;1347;467;3.3693;71800;INLAND
9529;-117.89;34.01;23;4535;955;3881;930;3.6275;154100;<1H OCEAN
9530;-122.83;38.99;15;289;49;191;54;1.6833;113900;INLAND
9531;-118.09;33.89;42;991;536.9621513;717;219;4.0926;164400;<1H OCEAN
9532;-117.12;32.95;4;9018;1572;4438;1498;4.988;263700;<1H OCEAN
9533;-118.36;34.03;43;1690;379;1017;359;2.1078;133500;<1H OCEAN
9534;-117.93;33.85;31;2149;465;966;302;3.875;183900;<1H OCEAN
9535;-117.37;33.97;38;1156;241;877;200;1.4514;79900;INLAND
9536;-118.29;33.94;38;2407;630;1774;562;1.5615;108600;<1H OCEAN
9537;-122.02;38;28;2965;533;1591;472;4.6375;178200;NEAR BAY
9538;-118.31;34.19;13;3801;1116;1986;1078;2.0875;222700;<1H OCEAN
9539;-118.23;33.91;33;677;182;984;174;2.5893;88900;<1H OCEAN
9540;-118.4;34.05;26;4473;923;1518;805;5.0762;500001;<1H OCEAN
9541;-118.32;34.11;42;2462;543;857;482;4.0833;434400;<1H OCEAN
9542;-122.47;37.78;52;2951;647;1448;591;3.1392;422400;NEAR BAY
9543;-122.65;38.01;40;1428;280;708;255;5.0766;305400;NEAR OCEAN
9544;-122.35;40.25;10;1621;318;866;283;3.5;104300;INLAND
9545;-118.02;33.76;25;1759;404;1404;385;3.6289;195800;<1H OCEAN
9546;-117.31;33.19;11;20944;3753;8738;3441;4.3762;215500;NEAR OCEAN
9547;-117.08;32.74;35;1434;253;753;228;2.3812;135100;NEAR OCEAN
9548;-118.09;34.09;40;855;208;745;222;3.0125;224000;<1H OCEAN
9549;-117.44;33.99;12;9966;1517;5008;1492;4.5625;171300;INLAND
9550;-121.96;37.55;4;3746;993;1606;838;4.1387;162500;<1H OCEAN
9551;-122.49;37.73;36;1821;292;742;298;5.6204;406200;NEAR OCEAN
9552;-117.71;33.97;10;10856;2278;6474;2199;3.851;137200;INLAND
9553;-118.1;33.89;34;2242;436;1483;443;4.4934;185600;<1H OCEAN
9554;-118.97;37.64;14;1847;439;238;98;3.6042;137500;INLAND
9555;-121.98;37.24;35;3574;485;1325;476;8.5425;500001;<1H OCEAN
9556;-122.5;37.74;44;2082;470;1154;403;4.3611;268100;NEAR OCEAN
9557;-117.64;33.63;10;4814;643;1808;588;8.798;436600;<1H OCEAN
9558;-118.91;34.18;17;3220;716;1381;733;2.8958;176000;<1H OCEAN
9559;-118.11;33.96;29;2784;582;1278;550;4.3882;261600;<1H OCEAN
9560;-118.17;34.68;13;5341;773;2288;724;6.6772;185600;INLAND
9561;-118.38;34.21;35;1468;303;1295;300;3.7708;170600;<1H OCEAN
9562;-118.04;33.72;14;4494;1048;2222;963;4.7821;169400;<1H OCEAN
9563;-122.2;37.82;37;1229;181;420;176;7.0175;366700;NEAR BAY
9564;-120.85;37.77;35;404;96;261;100;2.4583;75000;INLAND
9565;-117.96;34.04;35;1141;212;924;212;3.1591;148300;<1H OCEAN
9566;-117.26;34.13;39;3521;747;2256;721;2.1375;87500;INLAND
9567;-122.26;37.88;52;2604;837;1798;769;1.725;287500;NEAR BAY
9568;-118.16;34.68;9;4303;900;2240;861;3.7807;110900;INLAND
9569;-122.13;37.73;33;1996;268;686;270;6.9096;341800;NEAR BAY
9570;-122.18;37.73;44;548;119;435;136;2.1111;79700;NEAR BAY
9571;-117.14;32.71;52;1225;332;955;321;1.6011;106300;NEAR OCEAN
9572;-117.28;33.72;11;1161;235;640;210;2.1667;114600;<1H OCEAN
9573;-117.15;32.76;43;2361;489;824;470;3.4196;302200;NEAR OCEAN
9574;-118.32;34.03;50;1845;349;1109;335;2.8971;127800;<1H OCEAN
9575;-117.04;34.03;29;3375;795;1760;699;2.7028;92000;INLAND
9576;-121.23;37.98;27;849;137;373;131;5.0362;181300;INLAND
9577;-117.67;33.46;24;3571;722;1409;543;4.6518;277800;<1H OCEAN
9578;-121.24;38.7;13;3243;488;1585;480;5.7133;166800;INLAND
9579;-118.46;34.27;28;1865;463;1182;440;2.6193;172300;<1H OCEAN
9580;-118.17;33.87;49;1937;445;1339;440;3.0319;162800;<1H OCEAN
9581;-121.6;39.75;19;2888;591;984;499;1.9766;92600;INLAND
9582;-118.31;33.8;31;4464;991;2420;947;4.0425;277900;<1H OCEAN
9583;-121.25;37.97;41;855;189;716;206;2.0375;75000;INLAND
9584;-117.95;33.76;24;3956;812;3196;795;4.3512;191400;<1H OCEAN
9585;-120.4;37.98;19;2010;433;910;390;2.6696;121200;INLAND
9586;-118;33.84;29;2641;637;2413;619;2.8169;165100;<1H OCEAN
9587;-122.07;37.99;28;3310;574;1811;597;4.5401;166900;NEAR BAY
9588;-118.2;33.77;24;2404;819;1566;753;1.5076;145800;NEAR OCEAN
9589;-117.68;33.6;19;3913;460;1646;454;7.2147;303900;<1H OCEAN
9590;-118.58;34.2;21;2979;744;1824;692;3.5;223700;<1H OCEAN
9591;-119.96;35.99;25;1047;270;1505;286;2.0976;47700;INLAND
9592;-118.26;33.97;46;1295;351;1120;323;1.7121;98200;<1H OCEAN
9593;-117.93;33.93;25;2431;534;1702;523;3.7933;184400;<1H OCEAN
9594;-121.92;36.55;52;2616;483;582;313;3.275;500001;NEAR OCEAN
9595;-116.95;33.76;10;6890;1702;3141;1451;1.7079;95900;INLAND
9596;-117.28;34.15;32;2170;430;815;401;3.1765;135000;INLAND
9597;-120.09;34.62;18;2708;382;988;359;5.5194;367000;NEAR OCEAN
9598;-118.45;34.25;21;2143;565;1803;497;3.9833;162500;<1H OCEAN
9599;-119.94;37.04;14;1636;253;766;225;3.125;88500;INLAND
9600;-122.15;37.74;49;1325;277;764;282;3.3125;118000;NEAR BAY
9601;-118.19;34.06;37;1715;456;2052;440;2.3125;116100;<1H OCEAN
9602;-119.19;34.21;28;4194;811;2556;856;4.2227;235400;NEAR OCEAN
9603;-118.03;33.84;28;3857;857;2328;830;4.0156;196000;<1H OCEAN
9604;-121.34;38.66;18;4164;963;2032;898;2.119;133100;INLAND
9605;-121.78;38.69;31;2547;535;1579;509;2.6774;95800;INLAND
9606;-118.36;34.05;50;3518;812;1724;758;3.0833;338100;<1H OCEAN
9607;-117.12;32.75;20;1406;413;850;412;2.3261;114600;NEAR OCEAN
9608;-118.47;34.02;38;2163;651;1759;584;2.3382;297500;<1H OCEAN
9609;-121.32;37.98;20;1591;589;1916;536;1.3531;94600;INLAND
9610;-119.18;34.19;36;4519;1081;4818;1061;2.8561;179100;NEAR OCEAN
9611;-118.23;34.14;25;2864;844;1745;803;2.9167;224300;<1H OCEAN
9612;-118.5;34.2;34;1617;344;938;305;3.915;217700;<1H OCEAN
9613;-118.03;33.85;23;5495;1141;2873;1004;3.9156;224100;<1H OCEAN
9614;-117.04;32.8;11;1802;440;630;428;2.0337;146700;<1H OCEAN
9615;-118.2;34.13;30;3369;824;2032;795;4.0052;196400;<1H OCEAN
9616;-121.26;37.95;44;819;184;677;183;1.725;59300;INLAND
9617;-122.63;38.96;20;2507;577;1072;457;2.3083;60200;INLAND
9618;-122.08;37.4;23;806;158;373;156;5.9291;284600;NEAR BAY
9619;-120.41;34.96;9;2712;428;1116;415;4.5536;190100;<1H OCEAN
9620;-118.13;34.16;33;2682;716;2050;692;2.4817;169500;<1H OCEAN
9621;-121.96;37.27;22;6114;1211;2983;1163;5.2533;269100;<1H OCEAN
9622;-122.09;37.36;37;2269;325;930;321;7.5274;500001;NEAR BAY
9623;-117.33;34.03;14;1582;347;825;259;2.8281;106300;INLAND
9624;-122.44;37.77;52;2705;647;1355;628;2.0161;364300;NEAR BAY
9625;-118.29;33.99;46;2198;530;2067;497;2.0542;103400;<1H OCEAN
9626;-118.02;33.92;35;2075;424;1312;396;3.7969;164800;<1H OCEAN
9627;-118.5;34.02;28;5109;1482;2313;1451;3.3266;483300;<1H OCEAN
9628;-118.32;34.18;44;1594;389;832;340;3.4;212100;<1H OCEAN
9629;-121.8;37.35;27;2358;415;1562;383;5.2297;192800;<1H OCEAN
9630;-118.38;33.98;25;7105;1012;2519;1004;6.8112;500001;<1H OCEAN
9631;-118.24;34;38;1715;414;1714;389;1.7132;108200;<1H OCEAN
9632;-117.27;32.85;26;1373;536.9621513;608;268;4.425;475000;NEAR OCEAN
9633;-117.81;33.67;8;2440;502;1113;483;4.6019;242500;<1H OCEAN
9634;-122.46;37.73;52;2857;469;1431;496;5.2088;344200;NEAR BAY
9635;-115.37;32.82;30;1602;322;1130;335;3.5735;71100;INLAND
9636;-118.21;33.9;35;2420;579;2010;540;2.0817;104600;<1H OCEAN
9637;-122.24;38.11;42;1743;388;889;341;2.3241;99200;NEAR BAY
9638;-118.99;35.4;43;2225;392;890;374;4.0208;90400;INLAND
9639;-122.11;37.43;35;3584;535;1405;538;7.3023;451300;NEAR BAY
9640;-118.38;33.81;20;1975;306;703;292;8.5491;410300;NEAR OCEAN
9641;-117.62;34.02;9;4265;587;2280;589;5.5632;195100;INLAND
9642;-117.31;34.1;28;2899;755;2406;655;1.5208;69500;INLAND
9643;-122.27;37.48;26;3542;507;1392;524;8.5184;500001;NEAR OCEAN
9644;-119.82;36.64;30;1694;312;1008;321;2.2466;96000;INLAND
9645;-122.04;36.96;44;1294;269;645;259;3.2437;223900;NEAR OCEAN
9646;-118.37;34.16;25;2450;618;1054;578;3.6375;262500;<1H OCEAN
9647;-117.31;33.94;7;11232;1791;4218;1644;5.2713;216500;INLAND
9648;-117.55;33.93;25;5187;934;2725;860;4.1865;154300;INLAND
9649;-120.01;38.92;23;964;246;485;198;1.7188;96100;INLAND
9650;-118.42;34;31;1930;456;1002;410;3.9798;458600;<1H OCEAN
9651;-119.02;35.33;35;2053;412;1193;387;2.75;65800;INLAND
9652;-120.85;37.08;3;3425;611;1588;459;4.1779;147800;INLAND
9653;-118.24;33.93;19;325;74;354;87;2.75;90600;<1H OCEAN
9654;-118.37;36.19;10;443;111;48;21;3.125;71300;INLAND
9655;-117.69;33.63;23;1444;260;792;253;4.9079;273800;<1H OCEAN
9656;-117.39;34.11;16;1140;181;627;206;4.9444;132700;INLAND
9657;-122.35;37.53;27;2169;305;905;319;7.7743;453100;NEAR OCEAN
9658;-121.59;39.1;24;1107;261;768;205;1.7167;48800;INLAND
9659;-117.23;32.73;35;2914;683;1562;638;2.5259;240200;NEAR OCEAN
9660;-118.25;33.96;43;2015;419;1543;399;1.8672;98100;<1H OCEAN
9661;-123.2;39.13;26;1474;417;1065;401;1.375;84400;<1H OCEAN
9662;-121.33;38.77;3;20214;3559;8361;3112;4.2259;169300;INLAND
9663;-122.15;37.41;15;2577;360;979;364;10.476;500001;NEAR BAY
9664;-117.13;32.92;17;1481;315;1002;300;3.6196;163400;<1H OCEAN
9665;-119.72;36.34;33;1287;214;580;210;3.2019;112500;INLAND
9666;-118.33;34.02;46;1528;391;933;366;2.1979;125700;<1H OCEAN
9667;-122.26;38.15;16;3921;727;2830;680;4.5053;123700;NEAR BAY
9668;-121.96;37.58;15;3575;597;1777;559;5.7192;283500;<1H OCEAN
9669;-122.42;37.76;52;1494;610;1630;590;1.65;265000;NEAR BAY
9670;-119.25;35.78;35;1927;386;1371;414;2.2981;69900;INLAND
9671;-121.84;37.39;31;5524;914;2848;879;5.5592;229900;<1H OCEAN
